text,label,is_augmented
Can I inherit narcolepsy?,genetics,conversational
Is autosomal dominant congenital stationary night blindness caused by genetics?,genetics,conversational
"Is 46,xx testicular disorder of sex development hereditary?",genetics,conversational
Does x-linked hyper igm syndrome run in families?,genetics,conversational
Can I inherit familial paroxysmal nonkinesigenic dyskinesia?,genetics,conversational
Can greig cephalopolysyndactyly syndrome be genetic?,genetics,conversational
Is sensorineural deafness and male infertility caused by genetics?,genetics,conversational
Does 18q deletion syndrome run in families?,genetics,conversational
Is thiopurine s-methyltransferase deficiency hereditary?,genetics,conversational
Does x-linked lymphoproliferative disease run in families?,genetics,conversational
Does asphyxiating thoracic dystrophy run in families?,genetics,conversational
Does rheumatic fever run in families?,genetics,conversational
What genes cause holocarboxylase synthetase deficiency?,genetics,conversational
Can optic atrophy type 1 be genetic?,genetics,conversational
Is gm3 synthase deficiency hereditary?,genetics,conversational
Is dandy-walker malformation hereditary?,genetics,conversational
Is mpv17-related hepatocerebral mitochondrial dna depletion syndrome hereditary?,genetics,conversational
Can I inherit myopathy with deficiency of iron-sulfur cluster assembly enzyme?,genetics,conversational
Is parkinson disease caused by genetics?,genetics,conversational
Is androgenetic alopecia hereditary?,genetics,conversational
Is anhidrotic ectodermal dysplasia with immune deficiency caused by genetics?,genetics,conversational
Is inclusion body myopathy 2 hereditary?,genetics,conversational
Can hajdu-cheney syndrome be genetic?,genetics,conversational
Can I inherit atopic dermatitis?,genetics,conversational
Can I inherit congenital adrenal hyperplasia?,genetics,conversational
Does adiposis dolorosa run in families?,genetics,conversational
What genes cause cytochrome p450 oxidoreductase deficiency?,genetics,conversational
Can I inherit infantile-onset spinocerebellar ataxia?,genetics,conversational
Can I inherit rhizomelic chondrodysplasia punctata?,genetics,conversational
Can brooke-spiegler syndrome be genetic?,genetics,conversational
Is hemochromatosis hereditary?,genetics,conversational
Can I inherit galactosemia?,genetics,conversational
Can I inherit limb-girdle muscular dystrophy?,genetics,conversational
What genes cause essential thrombocythemia?,genetics,conversational
Is retinoblastoma caused by genetics?,genetics,conversational
Can moyamoya disease be genetic?,genetics,conversational
What genes cause common variable immune deficiency?,genetics,conversational
Can I inherit frasier syndrome?,genetics,conversational
Can I inherit alagille syndrome?,genetics,conversational
Can spastic paraplegia type 3a be genetic?,genetics,conversational
"Does craniometaphyseal dysplasia, autosomal dominant run in families?",genetics,conversational
Does 3-m syndrome run in families?,genetics,conversational
Can I inherit genitopatellar syndrome?,genetics,conversational
Can I inherit purine nucleoside phosphorylase deficiency?,genetics,conversational
What genes cause surfactant dysfunction?,genetics,conversational
Is alg1-congenital disorder of glycosylation caused by genetics?,genetics,conversational
Is medullary cystic kidney disease caused by genetics?,genetics,conversational
What genes cause preeclampsia?,genetics,conversational
What genes cause head and neck squamous cell carcinoma?,genetics,conversational
Is carnitine palmitoyltransferase i deficiency hereditary?,genetics,conversational
Can I inherit spinocerebellar ataxia 11?,genetics,conversational
Is hennekam syndrome hereditary?,genetics,conversational
"Does t-cell immunodeficiency, congenital alopecia, and nail dystrophy run in families?",genetics,conversational
Can I inherit myopathy with deficiency of iron-sulfur cluster assembly enzyme?,genetics,conversational
Can I inherit age-related macular degeneration?,genetics,conversational
Who is more likely to get foodborne illnesses?,risk,conversational
Am I at risk for diabetic heart disease?,risk,conversational
Who should worry about chronic myelomonocytic leukemia?,risk,conversational
Am I at risk for breast cancer?,risk,conversational
What populations are susceptible to coronary heart disease risk factors?,risk,conversational
Am I at risk for disseminated intravascular coagulation?,risk,conversational
What populations are susceptible to asbestos-related lung diseases?,risk,conversational
Who gets am i at risk for type 2 diabetes? taking steps to lower your risk of getting diabetes most often?,risk,conversational
Who gets gallbladder cancer most often?,risk,conversational
Who is more likely to get parathyroid cancer?,risk,conversational
Am I at risk for pituitary tumors?,risk,conversational
Who gets aneurysm most often?,risk,conversational
Who gets proteinuria most often?,risk,conversational
Who is more likely to get depression?,risk,conversational
Who is more likely to get prolactinoma?,risk,conversational
Am I at risk for heart attack?,risk,conversational
What populations are susceptible to cardiogenic shock?,risk,conversational
Am I at risk for sleep deprivation and deficiency?,risk,conversational
What populations are susceptible to heart palpitations?,risk,conversational
Who is more likely to get salivary gland cancer?,risk,conversational
Who should worry about neuroblastoma?,risk,conversational
Am I at risk for non-small cell lung cancer?,risk,conversational
Who should worry about atherosclerosis?,risk,conversational
What populations are susceptible to adult acute myeloid leukemia?,risk,conversational
Am I at risk for pancreatic neuroendocrine tumors (islet cell tumors)?,risk,conversational
Who should worry about acinetobacter in healthcare settings?,risk,conversational
Who should worry about testicular cancer?,risk,conversational
Am I at risk for uterine sarcoma?,risk,conversational
Who should worry about parasites - american trypanosomiasis (also known as chagas disease)?,risk,conversational
Am I at risk for extragonadal germ cell tumors?,risk,conversational
Who should worry about adult central nervous system tumors?,risk,conversational
Who is more likely to get diverticular disease?,risk,conversational
Am I at risk for parasites - loiasis?,risk,conversational
Who is more likely to get pancreatic cancer?,risk,conversational
Who gets oropharyngeal cancer most often?,risk,conversational
Who is more likely to get lymphocytic choriomeningitis (lcm)?,risk,conversational
Who should worry about smoking and your heart?,risk,conversational
What populations are susceptible to sarcoidosis?,risk,conversational
Who is more likely to get childhood hodgkin lymphoma?,risk,conversational
Who is more likely to get electrocardiogram?,risk,conversational
Who is more likely to get coronary microvascular disease?,risk,conversational
What populations are susceptible to parasites - baylisascaris infection?,risk,conversational
What populations are susceptible to bronchopulmonary dysplasia?,risk,conversational
Who is more likely to get sudden cardiac arrest?,risk,conversational
Who gets respiratory distress syndrome most often?,risk,conversational
What populations are susceptible to varicose veins?,risk,conversational
What populations are susceptible to carotid artery disease?,risk,conversational
What populations are susceptible to heart failure?,risk,conversational
Am I at risk for chronic lymphocytic leukemia?,risk,conversational
Who is more likely to get hypersensitivity pneumonitis?,risk,conversational
Who gets coronary heart disease risk factors most often?,risk,conversational
What populations are susceptible to langerhans cell histiocytosis?,risk,conversational
Am I at risk for leukemia?,risk,conversational
Who should worry about sickle cell disease?,risk,conversational
Who should worry about laryngeal cancer?,risk,conversational
What populations are susceptible to primary cns lymphoma?,risk,conversational
Who gets parasites - lice - body lice most often?,risk,conversational
Who gets arrhythmia most often?,risk,conversational
Who is more likely to get childhood craniopharyngioma?,risk,conversational
What populations are susceptible to pulmonary embolism?,risk,conversational
Who should worry about pneumonia?,risk,conversational
